"Company Id: ",981," ","Company Name: ","2043733 ONTARIO INC."," ",DBA,"CH LOGISTIX"," ","Effective Date: ",2026-01-10
SITE,NAME,CITY,STATE,PROD,COST,"FEDERAL TAX","STATE TAX","SALES TAX",FREIGHT,OTHER,"TOTAL COST","RETAIL PRICE","YOUR PRICE",SAVINGS
1277,"LOVES #368",Clanton,AL,ULSD,2.1128,0.2483,0.3175,0,0.1187,0.02,2.817,3.319,2.817,0.502
8313,"LOVES #877",Cullman,AL,ULSD,2.1001,0.2483,0.3175,0,0.065,0.01,2.741,3.389,2.741,0.648
36091,"LOVES #773",Eutaw,AL,ULSD,2.1001,0.2483,0.3175,0,0.0522,0.06,2.778,3.249,2.778,0.471
1106,"LOVES #225",Evergreen,AL,ULSD,2.1128,0.2483,0.3175,0,0.0949,0.07,2.844,3.289,2.844,0.445
1375,"LOVES #381",Falkville,AL,ULSD,2.1001,0.2483,0.3175,0,0.0825,0.03,2.778,3.289,2.778,0.511
14312,"LOVES #814",Hamilton,AL,ULSD,2.1397,0.2483,0.3175,0,0.08,0.03,2.816,3.319,2.816,0.503
2172,"LOVES #818",Heflin,AL,ULSD,2.1001,0.2483,0.3175,0,0.065,0.03,2.761,3.249,2.761,0.488
33059,"LOVES #718","Hope Hull",AL,ULSD,2.1128,0.2483,0.3175,0,0.0625,0.03,2.771,3.289,2.771,0.518
21124,"LOVES #846",Irvington,AL,ULSD,2.1795,0.2483,0.3175,0,0.07,0.03,2.845,3.289,2.845,0.444
1173,"LOVES #466",Jasper,AL,ULSD,2.1001,0.2483,0.3175,0,0.0362,0.04,2.742,3.319,2.742,0.577
1157,"LOVES #206",Loxley,AL,ULSD,2.1795,0.2483,0.3175,0,0.068,0.09,2.903,3.399,2.903,0.496
1108,"LOVES #227","Mc Calla",AL,ULSD,2.1001,0.2483,0.3175,0,0.0475,0.02,2.733,3.289,2.733,0.556
1055,"LOVES #530",Moody,AL,ULSD,2.1001,0.2483,0.3175,0,0.0675,0.08,2.813,3.199,2.813,0.386
1113,"LOVES #566",Ozark,AL,ULSD,2.2335,0.2483,0.3175,0,0.0825,0.07,2.952,3.459,2.952,0.507
1155,"LOVES #624",Prichard,AL,ULSD,2.1795,0.2483,0.3175,0,0.0675,0.08,2.893,3.349,2.893,0.456
1152,"LOVES #577",Shorter,AL,ULSD,2.1128,0.2483,0.3175,0,0.0667,0.1,2.845,3.439,2.845,0.594
38263,"LOVES #774","Smiths Station",AL,ULSD,2.1128,0.2483,0.3175,0,0.089,0.03,2.798,3.399,2.798,0.601
1147,"LOVES #304",Steele,AL,ULSD,2.1001,0.2483,0.3175,0,0.0587,0.08,2.805,3.749,2.805,0.944
1114,"LOVES #580",Tuscumbia,AL,ULSD,2.1001,0.2483,0.3175,0,0.1155,0.0175,2.799,3.289,2.799,0.49
8031,"LOVES #635",Alma,AR,ULSD,1.9623,0.2483,0.285,0,0.0455,0.003,2.544,3.489,2.544,0.945
40016,"LOVES #671",Blytheville,AR,ULSD,2.1887,0.2483,0.285,0,0.1025,0.003,2.828,3.539,2.828,0.711
52153,"LOVES #822",Clarksville,AR,ULSD,2.0749,0.2483,0.285,0,0.0875,0.003,2.699,3.449,2.699,0.75
6160,"LOVES #759",Hazen,AR,ULSD,2.0749,0.2483,0.285,0,0.065,0.003,2.676,3.239,2.676,0.563
4116,"LOVES #607",Jonesboro,AR,ULSD,2.1356,0.2483,0.285,0,0.0875,0.003,2.759,3.319,2.759,0.56
