"Company Id: ",981," ","Company Name: ","2043733 ONTARIO INC."," ",DBA,"CH LOGISTIX"," ","Effective Date: ",2026-01-17
SITE,NAME,CITY,STATE,PROD,COST,"FEDERAL TAX","STATE TAX","SALES TAX",FREIGHT,OTHER,"TOTAL COST","RETAIL PRICE","YOUR PRICE",SAVINGS
1277,"LOVES #368",Clanton,AL,ULSD,2.1944,0.2483,0.3175,0,0.1187,0.02,2.899,3.449,2.899,0.55
8313,"LOVES #877",Cullman,AL,ULSD,2.1742,0.2483,0.3175,0,0.065,0.01,2.815,3.449,2.815,0.634
36091,"LOVES #773",Eutaw,AL,ULSD,2.1742,0.2483,0.3175,0,0.0522,0.06,2.852,3.349,2.852,0.497
1106,"LOVES #225",Evergreen,AL,ULSD,2.1944,0.2483,0.3175,0,0.0949,0.07,2.925,3.489,2.925,0.564
1375,"LOVES #381",Falkville,AL,ULSD,2.1742,0.2483,0.3175,0,0.0825,0.03,2.853,3.449,2.853,0.596
14312,"LOVES #814",Hamilton,AL,ULSD,2.2221,0.2483,0.3175,0,0.08,0.03,2.898,3.449,2.898,0.551
2172,"LOVES #818",Heflin,AL,ULSD,2.1742,0.2483,0.3175,0,0.065,0.03,2.835,3.449,2.835,0.614
33059,"LOVES #718","Hope Hull",AL,ULSD,2.1944,0.2483,0.3175,0,0.0625,0.03,2.853,3.489,2.853,0.636
21124,"LOVES #846",Irvington,AL,ULSD,2.2627,0.2483,0.3175,0,0.07,0.03,2.929,3.449,2.929,0.52
1173,"LOVES #466",Jasper,AL,ULSD,2.1742,0.2483,0.3175,0,0.0362,0.04,2.816,3.449,2.816,0.633
1157,"LOVES #206",Loxley,AL,ULSD,2.2627,0.2483,0.3175,0,0.068,0.09,2.987,3.499,2.987,0.512
1108,"LOVES #227","Mc Calla",AL,ULSD,2.1742,0.2483,0.3175,0,0.0475,0.02,2.808,3.349,2.808,0.541
1055,"LOVES #530",Moody,AL,ULSD,2.1742,0.2483,0.3175,0,0.0675,0.08,2.888,3.449,2.888,0.561
1113,"LOVES #566",Ozark,AL,ULSD,2.3177,0.2483,0.3175,0,0.0825,0.07,3.036,3.649,3.036,0.613
1155,"LOVES #624",Prichard,AL,ULSD,2.2627,0.2483,0.3175,0,0.0675,0.08,2.976,3.449,2.976,0.473
1152,"LOVES #577",Shorter,AL,ULSD,2.1944,0.2483,0.3175,0,0.0667,0.1,2.927,3.489,2.927,0.562
38263,"LOVES #774","Smiths Station",AL,ULSD,2.1944,0.2483,0.3175,0,0.089,0.03,2.879,3.449,2.879,0.57
1147,"LOVES #304",Steele,AL,ULSD,2.1742,0.2483,0.3175,0,0.0587,0.08,2.879,3.849,2.879,0.97
1114,"LOVES #580",Tuscumbia,AL,ULSD,2.1742,0.2483,0.3175,0,0.1155,0.0175,2.873,3.449,2.873,0.576
8031,"LOVES #635",Alma,AR,ULSD,2.1018,0.2483,0.285,0,0.0455,0.003,2.684,3.589,2.684,0.905
40016,"LOVES #671",Blytheville,AR,ULSD,2.2615,0.2483,0.285,0,0.1025,0.003,2.9,3.599,2.9,0.699
52153,"LOVES #822",Clarksville,AR,ULSD,2.1809,0.2483,0.285,0,0.0875,0.003,2.805,3.489,2.805,0.684
6160,"LOVES #759",Hazen,AR,ULSD,2.1809,0.2483,0.285,0,0.065,0.003,2.782,3.389,2.782,0.607
4116,"LOVES #607",Jonesboro,AR,ULSD,2.2165,0.2483,0.285,0,0.0875,0.003,2.84,3.489,2.84,0.649
44598,"LOVES #689","Lake Village",AR,ULSD,2.1809,0.2483,0.285,0,0.0992,0.003,2.816,3.349,2.816,0.533
4198,"LOVES #457","Little Rock",AR,ULSD,2.1809,0.2483,0.285,0,0.06,0.003,2.777,3.389,2.777,0.612
10170,"LOVES #779",Malvern,AR,ULSD,2.2543,0.2483,0.285,0,0.087,0.003,2.878,3.749,2.878,0.871
4122,"LOVES #267",Morrilton,AR,ULSD,2.1809,0.2483,0.285,0,0.0875,0.003,2.805,3.489,2.805,0.684
4053,"LOVES #236","N Little Rock",AR,ULSD,2.1809,0.2483,0.285,0,0.06,0.003,2.777,3.389,2.777,0.612
4134,"LOVES #271",Ozark,AR,ULSD,2.1809,0.2483,0.285,0,0.0875,0.003,2.805,3.489,2.805,0.684
4150,"LOVES #275",Palestine,AR,ULSD,2.2165,0.2483,0.285,0,0.0555,0.003,2.808,3.449,2.808,0.641
35130,"LOVES #661","Pine Bluff",AR,ULSD,2.1809,0.2483,0.285,0,0.0751,0.003,2.792,3.349,2.792,0.557
4321,"LOVES #277",Prescott,AR,ULSD,2.2543,0.2483,0.285,0,0.0884,0.003,2.879,3.969,2.879,1.09
21236,"LOVES #884",Prescott,AR,ULSD,2.2543,0.2483,0.285,0,0.0884,0.003,2.879,3.969,2.879,1.09
4075,"LOVES #557",Searcy,AR,ULSD,2.1809,0.2483,0.285,0,0.07,0.003,2.787,3.499,2.787,0.712
4037,"LOVES #450","West Memphis",AR,ULSD,2.2165,0.2483,0.285,0,0.0575,0.003,2.81,3.549,2.81,0.739
3313,"LOVES #460",Benson,AZ,ULSD,2.4334,0.2483,0.26,0,0.0908,0.01,3.043,3.379,3.043,0.336
3079,"LOVES #280",Buckeye,AZ,ULSD,2.3148,0.2483,0.26,0,0.0758,0.01,2.909,3.449,2.909,0.54
3753,"LOVES #328","Chandler ",AZ,ULSD,2.3148,0.2483,0.26,0,0.0387,0.01,2.872,3.589,2.872,0.717
30448,"LOVES #972",ELOY,AZ,ULSD,2.3148,0.2483,0.26,0,0.0725,0.01,2.906,3.689,2.906,0.783
3087,"LOVES #265",Eloy,AZ,ULSD,2.3148,0.2483,0.26,0,0.0725,0.01,2.906,3.689,2.906,0.783
3084,"LOVES #296","Gila Bend",AZ,ULSD,2.3148,0.2483,0.26,0,0.1025,0.01,2.936,3.689,2.936,0.753
3082,"LOVES #278","Joseph City",AZ,ULSD,2.293,0.2483,0.26,0,0.1899,0.01,3.001,3.589,3.001,0.588
3028,"LOVES #272",Kingman,AZ,ULSD,2.2814,0.2483,0.26,0,0.1558,0.01,2.956,3.749,2.956,0.793
3244,"LOVES #386","Lake Havasu City",AZ,ULSD,2.2814,0.2483,0.26,0,0.167,0.01,2.967,3.789,2.967,0.822
29105,"LOVES #722",Mayer,AZ,ULSD,2.3148,0.2483,0.26,0,0.0975,0.01,2.931,3.689,2.931,0.758
30348,"LOVES #350",Nogales,AZ,ULSD,2.4334,0.2483,0.26,0,0.0597,0.01,3.011,3.589,3.011,0.578
3081,"LOVES #286",Quartzsite,AZ,ULSD,2.3148,0.2483,0.26,0,0.135,0.01,2.968,3.889,2.968,0.921
3134,"LOVES #659",Tolleson,AZ,ULSD,2.3148,0.2483,0.26,0,0.062,0.01,2.895,3.489,2.895,0.594
49246,"LOVES #831",Willcox,AZ,ULSD,2.4334,0.2483,0.26,0,0.0821,0.01,3.034,3.689,3.034,0.655
3078,"LOVES #553",Williams,AZ,ULSD,2.3148,0.2483,0.26,0,0.1259,0.01,2.959,3.649,2.959,0.69
47463,"LOVES #971",Winslow,AZ,ULSD,2.3148,0.2483,0.26,0,0.17,0.01,3.003,3.589,3.003,0.586
3764,"LOVES #349",Yuma,AZ,ULSD,2.2841,0.2483,0.26,0,0.095,0.01,2.897,3.489,2.897,0.592
3495,"LOVES #830",Bakersfield,CA,ULSD,2.7782,0.2483,0.466,0.44011,0.0725,0.02465,4.03,4.579,4.03,0.549
5356,"LOVES #374",Barstow,CA,ULSD,2.73,0.2483,0.466,0.45029,0.0825,0.02465,4.002,4.749,4.002,0.747
34155,"LOVES #755",Boron,CA,ULSD,2.73,0.2483,0.466,0.43952,0.1165,0.02465,4.025,4.949,4.025,0.924
5266,"LOVES #207",Coachella,CA,ULSD,2.7401,0.2483,0.466,0.45741,0.1215,0.02465,4.058,4.549,4.058,0.491
5218,"LOVES #410",Corning,CA,ULSD,2.685,0.2483,0.466,0.41586,0.1025,0.02465,3.942,4.589,3.942,0.647
5597,"LOVES #538",Lodi,CA,ULSD,2.627,0.2483,0.466,0.40688,0.094,0.02465,3.867,4.689,3.867,0.822
5752,"LOVES #230","Lost Hills",CA,ULSD,2.6358,0.2483,0.466,0.42739,0.124,0.02465,3.926,4.489,3.926,0.563
1217,"LOVES #736",Madera,CA,ULSD,2.6358,0.2483,0.466,0.42438,0.1025,0.02465,3.902,4.889,3.902,0.987
42398,"LOVES #807",Patterson,CA,ULSD,2.627,0.2483,0.466,0.41094,0.095,0.02465,3.872,4.849,3.872,0.977
5006,"LOVES #223","Ripon ",CA,ULSD,2.627,0.2483,0.466,0.4052,0.0815,0.02465,3.853,4.789,3.853,0.936
24309,"LOVES #898",Salinas,CA,ULSD,2.636,0.2483,0.466,0.46019,0.139,0.02465,3.974,4.949,3.974,0.975
5223,"LOVES #441","Santa Nella",CA,ULSD,2.627,0.2483,0.466,0.40707,0.0954,0.02465,3.868,4.849,3.868,0.981
5211,"LOVES #392",Tehachapi,CA,ULSD,2.7782,0.2483,0.466,0.44872,0.134,0.02465,4.1,4.949,4.1,0.849
5578,"LOVES #382",Tulare,CA,ULSD,2.6358,0.2483,0.466,0.42438,0.1025,0.02465,3.902,4.689,3.902,0.787
44591,"LOVES #749",Westmorland,CA,ULSD,2.8323,0.2483,0.466,0.43561,0.1015,0.02465,4.108,4.749,4.108,0.641
1170,"LOVES #652",Williams,CA,ULSD,2.6813,0.2483,0.466,0.43131,0.1065,0.02465,3.958,4.649,3.958,0.691
37572,"LOVES #838",BRIGHTON,CO,ULSD,2.0717,0.2483,0.205,0,0.0388,0.14175,2.706,2.839,2.706,0.133
6058,"LOVES #300",Bennett,CO,ULSD,2.0717,0.2483,0.205,0,0.049,0.14175,2.716,2.989,2.716,0.273
42150,"LOVES #668",Berthoud,CO,ULSD,2.0717,0.2483,0.205,0,0.0587,0.14175,2.725,3.389,2.725,0.664
42110,"LOVES #649",Brush,CO,ULSD,2.0717,0.2483,0.205,0,0.0792,0.14175,2.746,3.589,2.746,0.843
6134,"LOVES #644",Burlington,CO,ULSD,2.0717,0.2483,0.205,0,0.0825,0.14175,2.749,3.589,2.749,0.84
3450,"LOVES #873","Canon City",CO,ULSD,2.1554,0.2483,0.205,0,0.095,0.14175,2.845,3.389,2.845,0.544
23358,"LOVES #850",Cortez,CO,ULSD,2.4316,0.2483,0.205,0,0.1155,0.14175,3.142,3.499,3.142,0.357
44096,"LOVES #653",Eads,CO,ULSD,2.0717,0.2483,0.205,0,0.1342,0.14175,2.801,3.589,2.801,0.788
6047,"LOVES #517","Grand Junction",CO,ULSD,2.0717,0.2483,0.205,0,0.2508,0.14175,2.918,3.389,2.918,0.471
6142,"LOVES #377",Hudson,CO,ULSD,2.0717,0.2483,0.205,0,0.06,0.14175,2.727,3.289,2.727,0.562
6053,"LOVES #23",Lamar,CO,ULSD,2.1179,0.2483,0.205,0,0.1385,0.14175,2.851,2.989,2.851,0.138
2266,"LOVES #826",Parachute,CO,ULSD,2.0717,0.2483,0.205,0,0.2508,0.14175,2.918,3.389,2.918,0.471
6038,"LOVES #226",Pueblo,CO,ULSD,2.1554,0.2483,0.205,0,0.0945,0.14175,2.845,3.389,2.845,0.544
27380,"LOVES #1035",TRINIDAD,CO,ULSD,2.1345,0.2483,0.205,0,0.149,0.14175,2.879,2.989,2.879,0.11
13330,"LOVES #660",Walsenburg,CO,ULSD,2.1345,0.2483,0.205,0,0.149,0.14175,2.879,2.989,2.879,0.11
7225,"LOVES #646",Willington,CT,ULSD,2.3077,0.2483,0.489,0,0.0761,0,3.121,4.899,3.121,1.778
10281,"LOVES #228",Auburndale,FL,ULSD,2.2953,0.2483,0.389,0,0.065,0.02072,3.018,3.649,3.018,0.631
44300,"LOVES #708",Bushnell,FL,ULSD,2.2953,0.2483,0.389,0,0.0875,0.02072,3.041,3.489,3.041,0.448
10266,"LOVES #453",Cottondale,FL,ULSD,2.3177,0.2483,0.389,0,0.0662,0.02072,3.042,3.589,3.042,0.547
39001,"LOVES #627",Davenport,FL,ULSD,2.3363,0.2483,0.389,0,0.0925,0.02072,3.087,3.689,3.087,0.602
10063,"LOVES #415","Fort Pierce",FL,ULSD,2.3273,0.2483,0.389,0,0.12,0.02072,3.105,3.889,3.105,0.784
10101,"LOVES #467","Fort Pierce",FL,ULSD,2.3273,0.2483,0.389,0,0.12,0.02072,3.105,3.889,3.105,0.784
25021,"LOVES #620",Hawthorne,FL,ULSD,2.3363,0.2483,0.389,0,0.0925,0.02072,3.087,3.949,3.087,0.862
10165,"LOVES #603",Jacksonville,FL,ULSD,2.2998,0.2483,0.389,0,0.06,0.02072,3.018,3.649,3.018,0.631
20166,"LOVES #761",Jacksonville,FL,ULSD,2.2998,0.2483,0.389,0,0.057,0.02072,3.015,3.989,3.015,0.974
27278,"LOVES #828",Jacksonville,FL,ULSD,2.2998,0.2483,0.389,0,0.065,0.02072,3.023,3.489,3.023,0.466
10393,"LOVES #470",Jasper,FL,ULSD,2.2463,0.2483,0.389,0,0.1075,0.02072,3.012,3.489,3.012,0.477
31109,"LOVES #724","Lake City",FL,ULSD,2.2953,0.2483,0.389,0,0.1506,0.02072,3.104,3.489,3.104,0.385
36087,"LOVES #674","Lake Wales",FL,ULSD,2.3363,0.2483,0.389,0,0.0875,0.02072,3.082,3.689,3.082,0.607
10382,"LOVES #379",Lee,FL,ULSD,2.3177,0.2483,0.389,0,0.105,0.02072,3.081,3.789,3.081,0.708
7138,"LOVES #802",Milton,FL,ULSD,2.3177,0.2483,0.389,0,0.1358,0.02072,3.112,3.499,3.112,0.387
49153,"LOVES #868",Mims,FL,ULSD,2.3566,0.2483,0.389,0,0.09,0.02072,3.105,3.889,3.105,0.784
49044,"LOVES #683","Moore Haven",FL,ULSD,2.3244,0.2483,0.389,0,0.1,0.02072,3.082,3.889,3.082,0.807
10127,"LOVES #561","Mossy Head",FL,ULSD,2.3177,0.2483,0.389,0,0.0985,0.02072,3.074,3.589,3.074,0.515
10118,"LOVES #495","North Fort Myers",FL,ULSD,2.2953,0.2483,0.389,0,0.1225,0.02072,3.076,3.889,3.076,0.813
10252,"LOVES #363",Ocala,FL,ULSD,2.2953,0.2483,0.389,0,0.1175,0.02072,3.071,3.489,3.071,0.418
10638,"LOVES #316","Ormond Beach",FL,ULSD,2.3566,0.2483,0.389,0,0.09,0.02072,3.105,3.889,3.105,0.784
36370,"LOVES #894","St Augustine",FL,ULSD,2.2998,0.2483,0.389,0,0.075,0.02072,3.033,3.889,3.033,0.856
26156,"LOVES #808",Albany,GA,ULSD,2.2463,0.2483,0.373,0,0.07,0.0975,3.035,3.849,3.035,0.814
11188,"LOVES #405",Brunswick,GA,ULSD,2.2998,0.2483,0.373,0,0.0595,0.0975,3.078,3.589,3.078,0.511
27148,"LOVES #735",Calhoun,GA,ULSD,2.1811,0.2483,0.373,0,0.0625,0.1275,2.992,3.489,2.992,0.497
1190,"LOVES #765",Commerce,GA,ULSD,2.2116,0.2483,0.373,0,0.05,0.0975,2.98,3.549,2.98,0.569
51171,"LOVES #801",Cordele,GA,ULSD,2.2463,0.2483,0.373,0,0.0825,0.0975,3.048,3.589,3.048,0.541
11098,"LOVES #320",Dublin,GA,ULSD,2.2155,0.2483,0.373,0,0.085,0.0975,3.019,3.689,3.019,0.67
27157,"LOVES #778",Ellabell,GA,ULSD,2.3764,0.2483,0.373,0,0.0775,0.1275,3.203,3.689,3.203,0.486
11466,"LOVES #359",Emerson,GA,ULSD,2.2121,0.2483,0.373,0,0.0645,0.0975,2.995,3.489,2.995,0.494
52100,"LOVES #893","Garden City",GA,ULSD,2.3764,0.2483,0.373,0,0.065,0.0975,3.16,3.289,3.16,0.129
11607,"LOVES #376",Hogansville,GA,ULSD,2.2121,0.2483,0.373,0,0.0775,0.0975,3.008,3.889,3.008,0.881
11302,"LOVES #307",Jackson,GA,ULSD,2.2121,0.2483,0.373,0,0.0712,0.1275,3.032,3.549,3.032,0.517
16060,"LOVES #698",Macon,GA,ULSD,2.2155,0.2483,0.373,0,0.06,0.0975,2.994,3.549,2.994,0.555
37259,"LOVES #781",Madison,GA,ULSD,2.2116,0.2483,0.373,0,0.065,0.0975,2.995,3.889,2.995,0.894
11956,"LOVES #338","Richmond Hill ",GA,ULSD,2.3764,0.2483,0.373,0,0.065,0.1275,3.19,3.489,3.19,0.299
32311,"LOVES #819",Rincon,GA,ULSD,2.3764,0.2483,0.373,0,0.065,0.0975,3.16,3.289,3.16,0.129
11983,"LOVES #354",Thomson,GA,ULSD,2.1898,0.2483,0.373,0,0.055,0.1275,2.994,3.649,2.994,0.655
