"Company Id: ",981," ","Company Name: ","2043733 ONTARIO INC."," ",DBA,"CH LOGISTIX"," ","Effective Date: ",2026-01-09
SITE,NAME,CITY,STATE,PROD,COST,"FEDERAL TAX","STATE TAX","SALES TAX",FREIGHT,OTHER,"TOTAL COST","RETAIL PRICE","YOUR PRICE",SAVINGS
1277,"LOVES #368",Clanton,AL,ULSD,2.0481,0.2483,0.3175,0,0.1187,0.02,2.753,3.319,2.753,0.566
8313,"LOVES #877",Cullman,AL,ULSD,2.0325,0.2483,0.3175,0,0.065,0.01,2.673,3.289,2.673,0.616
36091,"LOVES #773",Eutaw,AL,ULSD,2.0325,0.2483,0.3175,0,0.0522,0.06,2.711,3.059,2.711,0.348
1106,"LOVES #225",Evergreen,AL,ULSD,2.0481,0.2483,0.3175,0,0.0949,0.07,2.779,3.289,2.779,0.51
1375,"LOVES #381",Falkville,AL,ULSD,2.0325,0.2483,0.3175,0,0.0825,0.03,2.711,3.289,2.711,0.578
14312,"LOVES #814",Hamilton,AL,ULSD,2.0728,0.2483,0.3175,0,0.08,0.03,2.749,3.319,2.749,0.57
2172,"LOVES #818",Heflin,AL,ULSD,2.0325,0.2483,0.3175,0,0.065,0.03,2.693,3.249,2.693,0.556
33059,"LOVES #718","Hope Hull",AL,ULSD,2.0481,0.2483,0.3175,0,0.0625,0.03,2.706,3.289,2.706,0.583
21124,"LOVES #846",Irvington,AL,ULSD,2.1179,0.2483,0.3175,0,0.07,0.03,2.784,3.289,2.784,0.505
1173,"LOVES #466",Jasper,AL,ULSD,2.0325,0.2483,0.3175,0,0.0362,0.04,2.675,3.319,2.675,0.644
1157,"LOVES #206",Loxley,AL,ULSD,2.1179,0.2483,0.3175,0,0.068,0.09,2.842,3.449,2.842,0.607
1108,"LOVES #227","Mc Calla",AL,ULSD,2.0325,0.2483,0.3175,0,0.0475,0.02,2.666,3.289,2.666,0.623
1055,"LOVES #530",Moody,AL,ULSD,2.0325,0.2483,0.3175,0,0.0675,0.08,2.746,3.199,2.746,0.453
1113,"LOVES #566",Ozark,AL,ULSD,2.1675,0.2483,0.3175,0,0.0825,0.07,2.886,3.459,2.886,0.573
1155,"LOVES #624",Prichard,AL,ULSD,2.1179,0.2483,0.3175,0,0.0675,0.08,2.831,3.299,2.831,0.468
1152,"LOVES #577",Shorter,AL,ULSD,2.0481,0.2483,0.3175,0,0.0667,0.1,2.781,3.439,2.781,0.658
38263,"LOVES #774","Smiths Station",AL,ULSD,2.0481,0.2483,0.3175,0,0.089,0.03,2.733,3.399,2.733,0.666
1147,"LOVES #304",Steele,AL,ULSD,2.0325,0.2483,0.3175,0,0.0587,0.08,2.737,3.749,2.737,1.012
1114,"LOVES #580",Tuscumbia,AL,ULSD,2.0325,0.2483,0.3175,0,0.1155,0.0175,2.731,3.289,2.731,0.558
8031,"LOVES #635",Alma,AR,ULSD,1.8949,0.2483,0.285,0,0.0455,0.003,2.477,3.489,2.477,1.012
