"Company Id: ",981," ","Company Name: ","2043733 ONTARIO INC."," ",DBA,"CH LOGISTIX"," ","Effective Date: ",2026-01-16
SITE,NAME,CITY,STATE,PROD,COST,"FEDERAL TAX","STATE TAX","SALES TAX",FREIGHT,OTHER,"TOTAL COST","RETAIL PRICE","YOUR PRICE",SAVINGS
1277,"LOVES #368",Clanton,AL,ULSD,2.2662,0.2483,0.3175,0,0.1187,0.02,2.971,3.449,2.971,0.478
8313,"LOVES #877",Cullman,AL,ULSD,2.2433,0.2483,0.3175,0,0.065,0.01,2.884,3.449,2.884,0.565
36091,"LOVES #773",Eutaw,AL,ULSD,2.2433,0.2483,0.3175,0,0.0522,0.06,2.921,3.349,2.921,0.428
1106,"LOVES #225",Evergreen,AL,ULSD,2.2662,0.2483,0.3175,0,0.0949,0.07,2.997,3.489,2.997,0.492
1375,"LOVES #381",Falkville,AL,ULSD,2.2433,0.2483,0.3175,0,0.0825,0.03,2.922,3.449,2.922,0.527
14312,"LOVES #814",Hamilton,AL,ULSD,2.2962,0.2483,0.3175,0,0.08,0.03,2.972,3.449,2.972,0.477
2172,"LOVES #818",Heflin,AL,ULSD,2.2433,0.2483,0.3175,0,0.065,0.03,2.904,3.449,2.904,0.545
33059,"LOVES #718","Hope Hull",AL,ULSD,2.2662,0.2483,0.3175,0,0.0625,0.03,2.925,3.489,2.925,0.564
21124,"LOVES #846",Irvington,AL,ULSD,2.3341,0.2483,0.3175,0,0.07,0.03,3,3.449,3,0.449
1173,"LOVES #466",Jasper,AL,ULSD,2.2433,0.2483,0.3175,0,0.0362,0.04,2.885,3.449,2.885,0.564
1157,"LOVES #206",Loxley,AL,ULSD,2.3341,0.2483,0.3175,0,0.068,0.09,3.058,3.499,3.058,0.441
1108,"LOVES #227","Mc Calla",AL,ULSD,2.2433,0.2483,0.3175,0,0.0475,0.02,2.877,3.349,2.877,0.472
1055,"LOVES #530",Moody,AL,ULSD,2.2433,0.2483,0.3175,0,0.0675,0.08,2.957,3.449,2.957,0.492
1113,"LOVES #566",Ozark,AL,ULSD,2.3907,0.2483,0.3175,0,0.0825,0.07,3.109,3.649,3.109,0.54
1155,"LOVES #624",Prichard,AL,ULSD,2.3341,0.2483,0.3175,0,0.0675,0.08,3.047,3.449,3.047,0.402
1152,"LOVES #577",Shorter,AL,ULSD,2.2662,0.2483,0.3175,0,0.0667,0.1,2.999,3.489,2.999,0.49
38263,"LOVES #774","Smiths Station",AL,ULSD,2.2662,0.2483,0.3175,0,0.089,0.03,2.951,3.399,2.951,0.448
1147,"LOVES #304",Steele,AL,ULSD,2.2433,0.2483,0.3175,0,0.0587,0.08,2.948,3.849,2.948,0.901
1114,"LOVES #580",Tuscumbia,AL,ULSD,2.2433,0.2483,0.3175,0,0.1155,0.0175,2.942,3.449,2.942,0.507
8031,"LOVES #635",Alma,AR,ULSD,2.1375,0.2483,0.285,0,0.0455,0.003,2.719,3.589,2.719,0.87
40016,"LOVES #671",Blytheville,AR,ULSD,2.3348,0.2483,0.285,0,0.1025,0.003,2.974,3.599,2.974,0.625
52153,"LOVES #822",Clarksville,AR,ULSD,2.2358,0.2483,0.285,0,0.0875,0.003,2.86,3.449,2.86,0.589
6160,"LOVES #759",Hazen,AR,ULSD,2.2358,0.2483,0.285,0,0.065,0.003,2.837,3.389,2.837,0.552
4116,"LOVES #607",Jonesboro,AR,ULSD,2.2871,0.2483,0.285,0,0.0875,0.003,2.911,3.489,2.911,0.578
44598,"LOVES #689","Lake Village",AR,ULSD,2.2358,0.2483,0.285,0,0.0992,0.003,2.871,3.449,2.871,0.578
4198,"LOVES #457","Little Rock",AR,ULSD,2.2358,0.2483,0.285,0,0.06,0.003,2.832,3.389,2.832,0.557
10170,"LOVES #779",Malvern,AR,ULSD,2.3284,0.2483,0.285,0,0.087,0.003,2.952,3.829,2.952,0.877
4122,"LOVES #267",Morrilton,AR,ULSD,2.2358,0.2483,0.285,0,0.0875,0.003,2.86,3.449,2.86,0.589
4053,"LOVES #236","N Little Rock",AR,ULSD,2.2358,0.2483,0.285,0,0.06,0.003,2.832,3.389,2.832,0.557
4134,"LOVES #271",Ozark,AR,ULSD,2.2358,0.2483,0.285,0,0.0875,0.003,2.86,3.449,2.86,0.589
4150,"LOVES #275",Palestine,AR,ULSD,2.2871,0.2483,0.285,0,0.0555,0.003,2.879,3.549,2.879,0.67
35130,"LOVES #661","Pine Bluff",AR,ULSD,2.2358,0.2483,0.285,0,0.0751,0.003,2.847,3.289,2.847,0.442
4321,"LOVES #277",Prescott,AR,ULSD,2.3284,0.2483,0.285,0,0.0884,0.003,2.953,3.969,2.953,1.016
21236,"LOVES #884",Prescott,AR,ULSD,2.3284,0.2483,0.285,0,0.0884,0.003,2.953,3.969,2.953,1.016
4075,"LOVES #557",Searcy,AR,ULSD,2.2358,0.2483,0.285,0,0.07,0.003,2.842,3.449,2.842,0.607
4037,"LOVES #450","West Memphis",AR,ULSD,2.2871,0.2483,0.285,0,0.0575,0.003,2.881,3.549,2.881,0.668
3313,"LOVES #460",Benson,AZ,ULSD,2.484,0.2483,0.26,0,0.0908,0.01,3.093,3.379,3.093,0.286
3079,"LOVES #280",Buckeye,AZ,ULSD,2.3893,0.2483,0.26,0,0.0758,0.01,2.983,3.489,2.983,0.506
3753,"LOVES #328","Chandler ",AZ,ULSD,2.3893,0.2483,0.26,0,0.0387,0.01,2.946,3.589,2.946,0.643
30448,"LOVES #972",ELOY,AZ,ULSD,2.3893,0.2483,0.26,0,0.0725,0.01,2.98,3.589,2.98,0.609
3087,"LOVES #265",Eloy,AZ,ULSD,2.3893,0.2483,0.26,0,0.0725,0.01,2.98,3.689,2.98,0.709
3084,"LOVES #296","Gila Bend",AZ,ULSD,2.3893,0.2483,0.26,0,0.1025,0.01,3.01,3.689,3.01,0.679
3082,"LOVES #278","Joseph City",AZ,ULSD,2.3315,0.2483,0.26,0,0.1899,0.01,3.04,3.489,3.04,0.449
3028,"LOVES #272",Kingman,AZ,ULSD,2.3476,0.2483,0.26,0,0.1558,0.01,3.022,3.749,3.022,0.727
3244,"LOVES #386","Lake Havasu City",AZ,ULSD,2.3476,0.2483,0.26,0,0.167,0.01,3.033,3.789,3.033,0.756
29105,"LOVES #722",Mayer,AZ,ULSD,2.3893,0.2483,0.26,0,0.0975,0.01,3.005,3.689,3.005,0.684
30348,"LOVES #350",Nogales,AZ,ULSD,2.484,0.2483,0.26,0,0.0597,0.01,3.062,3.589,3.062,0.527
3081,"LOVES #286",Quartzsite,AZ,ULSD,2.3893,0.2483,0.26,0,0.135,0.01,3.043,3.889,3.043,0.846
3134,"LOVES #659",Tolleson,AZ,ULSD,2.3893,0.2483,0.26,0,0.062,0.01,2.97,3.489,2.97,0.519
49246,"LOVES #831",Willcox,AZ,ULSD,2.484,0.2483,0.26,0,0.0821,0.01,3.084,3.689,3.084,0.605
3078,"LOVES #553",Williams,AZ,ULSD,2.3893,0.2483,0.26,0,0.1259,0.01,3.034,3.649,3.034,0.615
47463,"LOVES #971",Winslow,AZ,ULSD,2.3893,0.2483,0.26,0,0.17,0.01,3.078,3.489,3.078,0.411
